"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"19002",0.1,1,0,0.784648673824344,0.173030424417744,1992,0.625203754873693,0.396544744975096,109,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,1,4,4,4,13,6,1,41,12,4,1,19
"19003",0.1,1,0,0.924345540988812,0.68301296590337,716,0.914536423762593,0.586294240008387,221,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,1,4,1,83,180,8,1,11,25,3
"19004",0.1,1,0,0.806697274155263,0.36973435560757,2146,0.639478368473674,0.546262397898802,206,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,4,3,4,1,120,129,58,1,33,35,9
"19005",0.1,1,0,0.847226069981252,0.572841156509933,1755,0.759401020995317,0.643017808675209,253,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,4,2,4,4,100,93,5,1,13,54,2,1
"19006",0.1,1,0,0.851587518728422,0.617826155332253,1774,0.446680856546304,0.354397886005039,210,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,3,5,4,4,209,110,120,1,78,8,14,1
"19007",0.1,1,0,0.874272268931843,0.652676198534584,1094,0.909672421032706,0.719505608444088,276,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,3,5,4,4,230,72,1,32,76,9,1,4
"19008",0.1,1,0,0.897998287304646,0.723911377091911,1212,0.779781082384435,0.49082345792411,188,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,4,4,161,29,145,1,1,3,23,1
"19009",0.1,1,0,0.828259050409631,0.422538200588711,1595,0.956487443922791,0.697302578203845,202,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,4,4,1,5,54,11,22,1,8,3,5,1
"19010",0.1,1,0,0.754054045845116,0.251953571144863,1974,0.873716473402547,0.712681345414959,180,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,2,4,4,2,161,4,17,2,92,5,13
"19101",0.1,1,0.05,0.750907215707246,0.518140575514745,3222,0.574561679921679,0.435224645028397,318,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,5,2,150,1,2,133,26,1,2,18
"19102",0.1,1,0.05,0.574932893896592,0.130250439086413,6537,0.298083131705433,0.144724165731737,206,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,2,4,4,2,38,1,25,16,28,1,22,37
"19103",0.1,1,0.05,0.819938078700744,0.585379473459751,1502,0.823654162709812,0.518023942931911,308,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,1,4,1,73,2,20,1,6,18,3
"19104",0.1,1,0.05,0.673655389544474,0.338139488541293,4167,0.548399598250405,0.399120635769802,295,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,3,2,4,1,99,117,39,1,23,34,6
"19105",0.1,1,0.05,0.695282108812808,0.414521675858121,3598,0.761557858721012,0.510150458297651,366,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,2,4,4,180,7,7,1,36,2,2,1
"19106",0.1,1,0.05,0.726806366494498,0.478016979656928,3864,0.368963993132153,0.263401893303697,286,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,3,4,3,4,194,149,148,1,38,44,32,1
"19107",0.1,1,0.05,0.796143359636716,0.568069577922275,2033,0.704295063718516,0.596225747828343,355,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,4,4,4,4,298,144,1,35,117,15,1,5
"19108",0.1,1,0.05,0.776064644963544,0.582387350407984,2095,0.743076719918097,0.45979440648507,281,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,3,4,172,42,168,1,29,3,27,1
"19109",0.1,1,0.05,0.733020939116979,0.381214450136794,3194,0.792100182624971,0.561312965963886,300,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,4,4,2,5,192,6,172,1,39,2,21,1
"19110",0.1,1,0.05,0.638633963482754,0.230259123312697,3617,0.744347972695524,0.603435501527368,264,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,2,4,4,3,155,1,153,2,89,1,7
"19201",0.1,1,0.1,0.690710166802121,0.455401516253211,4178,0.611984602523887,0.414161767086634,398,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,5,3,169,1,2,248,55,1,2,23
"19202",0.1,1,0.1,0.526906653416565,0.167682681022582,9045,0.0765427612563542,0.0278792605028484,311,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,4,2,4,3,191,7,21,24,157,13,16,19
"19203",0.1,1,0.1,0.7270347582038,0.48291880344665,2693,0.712390001033464,0.464971505840883,411,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,1,4,1,89,130,16,1,9,34,2
"19204",0.1,1,0.1,0.631872969460689,0.324304870647204,5102,0.51737954153632,0.349688224431706,379,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,2,2,4,1,63,51,63,1,8,31,8
"19205",0.1,1,0.1,0.662013732280928,0.416869200803154,4583,0.669962677649805,0.459024544889078,436,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,3,4,4,169,259,9,1,34,59,3,1
"19206",0.1,1,0.1,0.677363365807499,0.460129369702756,5182,0.473643962286376,0.23350693305269,375,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,2,3,2,4,146,158,168,1,19,22,33,1
"19207",0.1,1,0.1,0.716187612602951,0.515562971622799,3093,0.658727327727837,0.537810055166074,447,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,2,5,4,4,100,156,1,26,17,81,1,3
"19208",0.1,1,0.1,0.694587803500847,0.500372774577157,3861,0.608082862924536,0.353927399645019,372,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,3,4,44,35,93,1,66,4,21,1
"19209",0.1,1,0.1,0.662979771142802,0.336095010043212,4776,0.680916759271844,0.439908436683306,388,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,3,4,1,5,223,2,8,1,124,2,34,1
"19210",0.1,1,0.1,0.593089121190645,0.230810482565536,6676,0.619674164915395,0.450759163980339,340,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,1,4,4,2,9,1,119,2,9,1,61
"19301",0.1,1,0.15,0.628986079971611,0.410941001013586,5444,0.733581941353722,0.375125166612464,476,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,1,4,5,2,6,1,3,158,11,1,2,50
"19302",0.1,1,0.15,0.536654838724549,0.231950552907622,10068,0.133073458622562,0.0399099985412014,409,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,1,2,4,2,36,130,3,14,35,75,3,9
"19303",0.1,1,0.15,0.664582304018445,0.462934762361201,3817,0.642918286750223,0.430087362111149,497,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,2,4,1,85,350,38,1,9,158,3
"19304",0.1,1,0.15,0.596958521751604,0.338270318015613,8596,0.41023213807749,0.311272503799675,468,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,4,2,2,1,348,102,95,1,230,17,16
"19305",0.1,1,0.15,0.598181607332192,0.372784228004459,6452,0.673573284175395,0.342295000511338,535,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,3,4,4,251,131,6,1,207,29,2,1
"19306",0.1,1,0.15,0.611150048671951,0.401053166260718,8324,0.429827548283722,0.204708510339275,466,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,2,3,1,4,298,463,38,1,163,26,8,1
"19307",0.1,1,0.15,0.664457129050769,0.496303303234527,4684,0.536470057884048,0.444403485017037,538,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,3,4,4,4,238,294,1,46,65,74,1,3
"19308",0.1,1,0.15,0.631958396752917,0.45690610238323,5185,0.706411257563601,0.345191927893172,491,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,2,4,85,45,117,1,14,3,104,1
"19309",0.1,1,0.15,0.584319585849871,0.331145696254582,6949,0.62782910775539,0.353460704879598,473,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,2,4,1,5,161,2,36,1,42,2,10,1
"19310",0.1,1,0.15,0.54460580604504,0.242439486230453,9373,0.420033742970092,0.277848945810267,428,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,2,4,3,51,131,2,50,44,1,2,26
"19401",0.1,1,0.2,0.605109989181392,0.41322917450298,8238,0.563511817635653,0.307809742461017,588,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,1,4,5,2,15,1,28,263,31,1,4,273
"19402",0.1,1,0.2,0.517043964106477,0.265707822466567,14437,0.080793966602638,0.0342824311144957,501,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,1,2,4,2,26,157,154,26,21,270,43,21
"19403",0.1,1,0.2,0.62765501451437,0.453863566385232,4703,0.625050218693597,0.38671740648695,619,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,4,2,4,1,137,426,12,1,42,185,3
"19404",0.1,1,0.2,0.558954831932773,0.348646145669655,10282,0.350431415882584,0.240487780468647,544,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,4,2,2,1,148,179,127,1,40,73,98
"19405",0.1,1,0.2,0.582621272992404,0.382557683245206,8627,0.43718894212657,0.241455465419075,607,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,2,4,4,323,135,12,1,114,93,3,1
"19406",0.1,1,0.2,0.590857458213513,0.410640682711595,9578,0.398885243790807,0.183904954814959,561,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,3,2,2,4,514,147,307,1,48,13,195,1
"19407",0.1,1,0.2,0.633420658682635,0.493830795339065,6421,0.529690117150317,0.388766975450289,641,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,2,4,4,4,169,271,1,22,203,12,1,4
"19408",0.1,1,0.2,0.621019927272727,0.459882908405484,6180,0.493986107126451,0.263274471292596,564,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,2,4,95,45,176,1,32,3,25,1
"19409",0.1,1,0.2,0.586577063079527,0.372878303877524,8949,0.402019070792592,0.2662069133515,554,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,3,4,2,5,130,1,259,3,63,1,298,2
"19410",0.1,1,0.2,0.535711630588318,0.281989908193628,13603,0.269601113768027,0.16401608660612,517,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,2,4,3,78,241,2,202,67,185,2,165
"19501",0.1,1,0.25,0.563053931080703,0.426974819235439,9965,0.486741033693451,0.246386552589875,680,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,1,4,4,2,1,1,111,303,1,1,19,206
"19502",0.1,1,0.25,0.522912633779224,0.318142977102438,16499,0.0854440777192443,0.0337253704414677,586,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,1,2,4,3,3,391,515,396,2,258,1,261
"19503",0.1,1,0.25,0.596885456885457,0.453217575630209,6713,0.509379582564169,0.30951036243366,700,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,2,4,2,1,81,7,2,1,58,4
"19504",0.1,1,0.25,0.543385786403462,0.36038290925516,12506,0.2866937341374,0.163915423491969,634,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,3,2,2,1,102,40,80,1,25,52,70
"19505",0.1,1,0.25,0.550906162167895,0.39886460678537,11374,0.298319530992731,0.179195777683203,692,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,3,2,4,4,228,189,5,1,70,114,3,1
"19506",0.1,1,0.25,0.566618233463843,0.417625942429015,11182,0.410146327093726,0.169900112292484,662,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,2,3,1,4,165,376,58,1,26,117,12,1
"19507",0.1,1,0.25,0.6283536,0.508682417586105,7044,0.433138544037143,0.335760815546868,729,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,3,3,4,4,176,460,1,47,22,9,1,3
"19508",0.1,1,0.25,0.5915330362316,0.46413460419074,6662,0.415394900253321,0.224402654712511,665,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,4,4,161,51,497,1,117,3,238,1
"19509",0.1,1,0.25,0.559660052859608,0.366528381739765,12619,0.283794075273422,0.13524066796059,633,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,3,4,2,4,315,1,446,156,277,1,268,2
"19510",0.1,1,0.25,0.516731883217256,0.324157648156557,17218,0.173916987174905,0.108850304154262,617,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,4,2,4,3,404,404,90,303,279,279,79,38
"19601",0.1,1,0.3,0.556686498585618,0.448465002085022,11368,0.279123633767012,0.155483178157129,771,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,5,2,366,1,59,190,131,1,9,99
"19602",0.1,1,0.3,0.496796447314939,0.340905544765048,16121,0.11885676393097,0.0328929867423742,673,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,2,2,3,1,638,3,17,53,24,3,19,32
"19603",0.1,1,0.3,0.56591308779361,0.470874834746197,8392,0.31896012088702,0.197588117995836,780,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,5,2,4,1,134,754,14,1,110,309,3
"19604",0.1,1,0.3,0.557625433861551,0.404235354568121,13931,0.181713907675216,0.118856288167418,711,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,4,3,2,1,210,192,195,1,74,53,10
"19605",0.1,1,0.3,0.537342592757047,0.439946259968495,14615,0.0843527532901676,0.0385303168100442,793,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,3,2,4,4,635,27,3,1,87,10,2,1
"19606",0.1,1,0.3,0.554454892260007,0.449386340778835,12075,0.567050356862331,0.135799488069923,752,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,1,2,2,4,63,250,726,1,25,225,341,1
"19607",0.1,1,0.3,0.592992109292677,0.521964894866584,8175,0.378125370508497,0.246737493179454,811,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,2,2,4,4,118,120,1,57,156,12,1,4
"19608",0.1,1,0.3,0.561614015878501,0.46905276091956,9324,0.285592205749655,0.141008616264261,789,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,3,4,99,76,113,1,39,5,40,1
"19609",0.1,1,0.3,0.541819097218817,0.392557912926941,15002,0.126856885580045,0.0692575703421746,713,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,2,4,2,4,67,11,78,40,50,35,56,85
"19610",0.1,1,0.3,0.479447819980459,0.343439607784958,21502,0.118837103640366,0.0915902317561468,712,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,3,3,3,2,4,580,59,14,4,62,44,34
"19701",0.1,1,0.35,0.530730226432174,0.471148346165942,13046,0.154917755388769,0.0870889334157541,861,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,4,2,427,1,57,65,149,1,7,17
"19702",0.1,1,0.35,0.498595970132166,0.379763682791255,17541,0.0113748736762314,0.00321398674364067,762,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,2,2,3,2,632,114,26,99,3,75,19,105
"19703",0.1,1,0.35,0.558057595544772,0.496207895302923,9825,0.202690276192012,0.124728611911715,862,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,4,2,4,1,627,565,8,1,54,262,2
"19704",0.1,1,0.35,0.524965700440786,0.419583056807991,15718,0.188664281141971,0.119645121738738,798,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,3,2,2,1,336,161,87,1,294,70,117
"19705",0.1,1,0.35,0.551822376161707,0.484912403468322,16179,0.035593483503944,0.016478061527838,871,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,2,4,4,11,55,2,1,9,129,2,1
"19706",0.1,1,0.35,0.527408265202767,0.465421568944352,14987,0.326594953164995,0.0870736937472093,850,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,2,2,1,4,452,439,63,1,18,8,29,1
"19707",0.1,1,0.35,0.571837258454106,0.535778252874174,11163,0.248995783530997,0.178395048968296,916,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,2,4,4,4,129,201,1,54,13,114,1,4
"19708",0.1,1,0.35,0.543252412980331,0.497852814016667,10777,0.171432890880446,0.0488107130063693,863,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,2,4,3,4,816,51,59,1,34,3,238,1
"19709",0.1,1,0.35,0.5185615366507,0.441404121847702,15832,0.0347935725357805,0.0128534394127575,811,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,3,4,2,3,335,57,84,189,163,101,45,17
"19710",0.1,1,0.35,0.518629627438587,0.431469811136147,19091,0.0861770078146096,0.0526869269601115,809,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,3,2,2,3,4,133,176,54,4,212,132,58
"19801",0.1,1,0.4,0.531331668534807,0.516989060633978,14659,0.082196957995296,0.0426948622304744,959,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,4,2,17,1,208,20,28,1,18,19
"19802",0.1,1,0.4,0.514297964719626,0.439769376703199,19852,0.00418729965673173,0.00135556383241829,853,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,1,2,3,2,6,272,21,523,6,154,16,5
"19803",0.1,1,0.4,0.536552127471751,0.50923083383821,12250,0.143650671296862,0.0889873991258511,943,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,4,1,4,1,360,58,20,1,103,20,4
"19804",0.1,1,0.4,0.512800435381403,0.456414026385769,17693,0.143673607022521,0.076750845243705,902,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,3,2,2,1,60,134,241,1,40,27,29
"19805",0.1,1,0.4,0.531276655814121,0.51309930332688,17641,0.0117265811880384,0.00568316488101631,966,0.83221679343842,0.334384994232096,0.751965303393081,0.915482936170883,5,4,4,4,2,2,4,4,118,52,894,719,94,36,44,23
"19806",0.1,1,0.4,0.542979283031587,0.529298241956067,14772,0.222312865710091,0.0596919881297433,943,0.194185115140863,0.730951713304967,0.575163985835388,0.827141680778004,4,5,5,4,2,2,2,4,845,87,799,1,14,117,33,1
"19807",0.1,1,0.4,0.550599122493822,0.562481297012587,14228,0.173171904932584,0.0862456187778618,1011,0.826735050138086,0.980268152733333,0.962140344828367,0.786458670790307,5,5,4,4,2,3,4,4,114,166,1,44,177,87,1,8
"19808",0.1,1,0.4,0.54919637709014,0.549419071397829,11105,0.124735818499693,0.0225784230185239,925,0.319374451530166,0.812809383240528,0.406056117545813,0.974856250593439,5,4,4,4,1,4,3,4,50,62,164,1,48,3,24,1
"19809",0.1,1,0.4,0.520684040729912,0.478384538568399,17178,0.0188513979226081,0.0057527776266218,910,0.389358261064626,0.747034753626213,0.361786048207432,0.939042831934057,4,4,5,5,2,3,2,3,14,103,67,12,65,55,209,35
"19810",0.1,1,0.4,0.508800505050505,0.46609664850147,20582,0.00605104324365201,0.0042784439710553,900,0.499351229006425,0.220668535330333,0.451592010795139,0.43238419466652,4,4,4,4,3,2,2,3,51,675,100,214,46,432,124,10
"19901",0.1,1,0.45,0.523888539194304,0.556001014877601,16139,0.102242945722062,0.0261278552741675,1048,0.28151373793371,0.908550716470927,0.950207741744816,0.694718013238162,4,4,5,5,2,4,4,2,63,1,455,34,146,1,70,10
"19902",0.1,1,0.45,0.481790336804277,0.447674159387406,22522,0.000954412578134031,0.000916882857011147,943,0.17662237198092,0.302892954810522,0.347077470691875,0.345074559608474,5,4,4,5,2,2,3,2,201,637,72,428,104,8,52,203
"19903",0.1,1,0.45,0.527549123207288,0.547494394069753,12591,0.147620480271744,0.0747628990181303,1024,0.949455404956825,0.949127462785691,0.216243079048581,0.850103934062645,4,5,5,4,4,4,2,4,1,252,820,5,1,72,7,3
"19904",0.1,1,0.45,0.506568420378904,0.498755169805473,23438,0.089682743753455,0.0510984122496644,992,0.641890607285313,0.643954648636281,0.212170099816285,0.365140831819735,4,5,4,4,4,3,2,1,1,90,24,38,1,61,32,40
